Equipment_ID,Type,Site_ID,Check_In_Date,Check_Out_Date,Engine_Hours_Day,Idle_Hours_Day,Rental_Days,Last_Operator_ID,is_anomaly,anomaly_type
EQX1070,Crane,S012,2024-03-24,2024-03-26,0.6,19.8,2,OP131,1,excessive_idle
EQX1144,Grader,S007,2025-02-03,2025-02-13,8.6,1.3,10,OP101,0,none
EQX1102,Grader,S010,2025-05-28,2025-06-07,5.3,3.5,10,OP122,0,none
EQX1003,Loader,S011,2024-03-22,2024-04-03,8.6,0.7,12,OP114,0,none
EQX1112,Excavator,S008,2024-10-07,2024-10-20,4.1,2.0,13,OP101,0,none
EQX1177,Crane,S004,2025-03-25,2025-03-30,5.5,2.9,5,OP116,0,none
EQX1054,Grader,S010,2025-04-27,2025-05-08,9.0,6.1,11,OP111,0,none
EQX1165,Grader,S006,2024-02-26,2024-03-07,6.1,1.4,10,OP104,0,none
EQX1080,Compactor,S004,2024-03-01,2024-03-07,1.1,22.8,6,OP117,1,excessive_idle
EQX1154,Grader,S010,2025-02-05,2025-02-17,6.8,4.1,12,OP129,0,none
EQX1072,Crane,S009,2025-02-21,2025-02-26,4.4,3.9,5,OP137,0,none
EQX1207,Excavator,S011,2024-11-23,2024-12-03,8.5,5.3,10,OP121,0,none
EQX1179,Loader,S008,2025-01-04,2025-01-11,9.6,1.1,7,OP124,0,none
EQX1056,Compactor,S002,2024-02-06,2024-02-15,1.0,3.1,9,OP110,0,none
EQX1172,Crane,S009,2025-10-26,2025-11-03,9.9,0.9,8,OP116,0,none
EQX1045,Compactor,S010,2024-12-10,2024-12-18,7.7,2.5,8,OP118,0,none
EQX1195,Excavator,S010,2025-08-17,2025-08-26,10.2,4.6,9,OP134,0,none
EQX1183,Crane,S004,2025-02-14,2025-02-24,6.0,1.7,10,OP125,0,none
EQX1214,Compactor,S002,2024-05-15,2024-05-21,5.0,4.3,6,OP101,0,none
EQX1071,Excavator,S002,2025-01-24,2025-02-05,7.6,5.3,12,,1,no_operator
EQX1143,Loader,S003,2025-01-22,2025-01-31,11.4,4.7,9,OP139,0,none
EQX1001,Compactor,S010,2024-03-06,2024-03-12,1.8,3.1,6,OP101,0,none
EQX1198,Loader,S003,2024-02-15,2024-02-28,6.7,5.8,13,OP131,0,none
EQX1039,Bulldozer,S002,2024-10-11,2024-10-29,8.8,5.5,18,OP139,0,none
EQX1141,Crane,S011,2024-08-11,2024-08-17,5.5,3.4,6,OP117,0,none
EQX1033,Bulldozer,S009,2024-09-17,2024-10-07,5.9,0.0,20,OP116,0,none
EQX1058,Grader,S007,2024-11-29,2024-12-11,7.0,5.3,12,OP139,0,none
EQX1075,Excavator,S009,2024-09-14,2024-09-25,5.1,6.1,11,OP107,0,none
EQX1112,Excavator,S012,2024-05-27,2024-06-09,10.1,0.3,13,OP121,0,none
EQX1129,Excavator,S001,2025-11-16,2025-12-04,3.3,4.3,18,OP137,0,none
EQX1001,Compactor,S006,2025-01-15,2025-01-22,6.2,4.5,7,OP130,0,none
EQX1053,Compactor,S010,2025-03-18,2025-03-26,5.8,0.0,8,OP102,0,none
EQX1050,Excavator,S005,2025-09-19,2025-10-03,7.6,4.5,14,OP132,0,none
EQX1082,Crane,S001,2025-10-07,2025-10-13,5.7,2.7,6,OP110,0,none
EQX1121,Grader,S006,2025-09-20,2025-09-30,7.2,6.4,10,OP122,0,none
EQX1207,Excavator,S009,2025-04-09,2025-04-24,6.7,4.8,15,OP112,0,none
EQX1165,Grader,S006,2024-01-30,2024-02-08,6.8,0.0,9,OP130,0,none
EQX1193,Excavator,S010,2024-02-27,2024-03-05,5.7,1.3,7,OP124,0,none
EQX1010,Crane,S009,2024-11-28,2024-12-11,9.6,1.4,13,OP114,0,none
EQX1144,Grader,S007,2024-02-06,2024-02-19,4.6,3.6,13,OP111,0,none
EQX1121,Grader,S006,2025-12-17,2025-12-21,7.6,6.0,4,OP139,0,none
EQX1100,Loader,S005,2025-05-12,2025-05-17,7.1,3.3,5,OP105,0,none
EQX1180,Compactor,S002,2025-03-29,2025-04-05,6.1,3.5,7,OP120,0,none
EQX1134,Bulldozer,S008,2024-06-04,2024-06-21,7.8,2.7,17,OP105,0,none
EQX1109,Excavator,S006,2025-04-17,2025-04-29,12.2,4.1,12,OP131,0,none
EQX1173,Bulldozer,S011,2025-04-13,2025-05-05,2.2,2.5,22,OP109,0,none
EQX1134,Bulldozer,S011,2024-01-25,2024-02-07,6.9,3.0,13,OP103,0,none
EQX1126,Crane,S009,2024-04-01,2024-04-04,3.9,6.2,3,OP120,0,none
EQX1018,Excavator,S011,2025-04-25,2025-05-06,5.0,7.2,11,OP137,0,none
EQX1021,Compactor,S007,2025-01-16,2025-01-18,8.0,7.9,2,OP134,0,none
EQX1088,Crane,S004,2025-11-14,2025-11-20,9.4,3.2,6,OP106,0,none
EQX1209,Excavator,S001,2025-07-18,2025-07-27,2.8,2.1,9,OP136,0,none
EQX1190,Bulldozer,S006,2024-09-16,2024-10-03,3.8,6.0,17,OP135,0,none
EQX1028,Excavator,S002,2024-02-10,2024-02-29,4.4,4.6,19,OP128,0,none
EQX1106,Compactor,S009,2024-05-22,2024-05-31,4.5,4.1,9,OP117,0,none
EQX1117,Compactor,S009,2024-05-26,2024-06-05,5.3,0.0,10,OP126,0,none
EQX1197,Grader,S002,2025-10-18,2025-10-26,6.9,2.9,8,OP101,0,none
EQX1170,Loader,S011,2025-01-30,2025-02-13,5.9,5.9,14,OP104,0,none
EQX1183,Crane,S009,2024-10-20,2024-10-27,7.3,3.0,7,OP116,0,none
EQX1030,Grader,S010,2024-11-05,2024-11-14,7.7,4.1,9,OP138,0,none
EQX1178,Loader,S001,2025-08-23,2025-08-27,6.0,5.0,4,OP113,0,none
EQX1018,Excavator,S008,2025-05-11,2025-05-22,6.0,6.7,11,OP123,0,none
EQX1162,Loader,S001,2024-03-03,2024-03-17,10.8,5.5,14,OP118,0,none
EQX1070,Crane,S009,2024-06-16,2024-06-23,5.0,4.9,7,OP118,0,none
EQX1184,Bulldozer,S005,2024-08-22,2024-09-06,5.6,2.3,15,OP127,0,none
EQX1126,Crane,S011,2024-04-23,2024-04-25,9.1,7.1,2,OP130,0,none
EQX1122,Grader,S007,2024-10-24,2024-10-29,4.1,4.3,5,OP139,0,none
EQX1114,Grader,S001,2024-08-08,2024-08-15,6.2,3.9,7,OP126,0,none
EQX1088,Crane,S001,2025-03-17,2025-03-25,5.9,0.0,8,OP136,0,none
EQX1148,Crane,S009,2024-12-19,2024-12-26,5.2,3.5,7,OP116,0,none
EQX1095,Bulldozer,S006,2024-02-26,2024-03-24,7.3,3.2,27,OP124,0,none
EQX1207,Excavator,S001,2025-02-08,2025-02-21,0.3,21.1,13,OP115,1,excessive_idle
EQX1062,Crane,S009,2025-04-15,2025-04-19,6.1,1.6,4,OP119,0,none
EQX1053,Compactor,S008,2024-06-30,2024-07-08,4.2,0.0,8,OP125,0,none
EQX1185,Compactor,S006,2025-01-26,2025-02-05,7.7,2.8,10,OP131,0,none
EQX1183,Crane,S004,2024-05-07,2024-05-08,5.4,1.5,1,OP132,0,none
EQX1173,Bulldozer,S008,2025-08-03,2025-08-19,6.9,6.5,16,OP105,0,none
EQX1101,Loader,S009,2025-03-12,2025-03-26,6.5,0.0,14,OP109,0,none
EQX1062,Crane,S004,2025-12-12,2025-12-15,2.8,7.9,3,OP112,0,none
EQX1162,Loader,S004,2024-05-12,2024-05-25,6.4,0.0,13,OP137,0,none
EQX1171,Bulldozer,S001,2024-02-29,2024-03-16,7.4,8.0,16,OP119,0,none
EQX1023,Loader,S003,2024-07-04,2024-07-17,2.9,5.3,13,OP129,0,none
EQX1090,Crane,S009,2025-11-23,2025-11-28,4.1,2.7,5,OP125,0,none
EQX1027,Crane,S004,2025-04-29,2025-05-05,5.6,2.6,6,OP131,0,none
EQX1141,Crane,S001,2025-02-25,2025-03-06,5.5,3.7,9,OP130,0,none
EQX1101,Loader,S005,2025-12-21,2025-12-29,4.6,3.9,8,OP111,0,none
EQX1051,Excavator,S004,2025-01-09,2025-01-25,8.2,3.8,16,OP107,0,none
EQX1192,Bulldozer,S008,2025-05-30,2025-06-22,7.3,5.7,23,OP137,0,none
EQX1144,Grader,S004,2025-03-01,2025-03-12,4.6,4.9,11,OP112,0,none
EQX1072,Crane,S001,2024-09-08,2024-09-16,8.4,4.7,8,OP133,0,none
EQX1058,Grader,S010,2025-06-13,2025-06-22,7.3,6.5,9,OP121,0,none
EQX1096,Grader,S010,2024-09-01,2024-09-13,8.0,6.2,12,OP118,0,none
EQX1036,Excavator,S011,2024-11-09,2024-11-17,7.1,1.1,8,OP110,0,none
EQX1019,Compactor,S001,2025-03-04,2025-03-11,8.9,9.3,7,OP118,0,none
EQX1188,Excavator,S009,2025-01-07,2025-01-20,6.5,5.9,13,OP130,0,none
EQX1128,Excavator,S009,2025-10-01,2025-10-23,7.1,7.2,22,OP121,0,none
EQX1136,Excavator,S002,2024-12-08,2024-12-20,4.6,4.0,12,OP135,0,none
EQX1009,Excavator,S003,2025-08-19,2025-09-05,9.7,4.0,17,OP114,0,none
EQX1143,Loader,S003,2024-04-27,2024-05-08,5.4,3.7,11,OP105,0,none
EQX1053,Compactor,S006,2024-12-09,2024-12-14,9.0,3.2,5,OP113,0,none
EQX1111,Crane,S009,2025-11-05,2025-11-09,10.6,5.0,4,OP113,0,none
EQX1215,Compactor,S002,2025-02-19,2025-02-23,4.4,4.8,4,OP102,0,none
EQX1052,Excavator,S001,2024-05-03,2024-05-20,6.7,6.2,17,OP111,0,none
EQX1058,Grader,S010,2025-10-15,2025-10-20,3.3,1.5,5,OP131,0,none
EQX1119,Crane,S001,2024-07-31,2024-08-04,9.2,3.9,4,OP129,0,none
EQX1036,Excavator,S008,2024-04-04,2024-04-20,5.6,1.1,16,OP102,0,none
EQX1070,Crane,S007,2025-11-06,2025-11-12,7.2,3.2,6,OP112,0,none
EQX1022,Bulldozer,S008,2024-10-17,2024-11-15,9.1,6.5,29,OP120,0,none
EQX1154,Grader,S006,2024-06-27,2024-07-07,8.0,3.0,10,OP128,0,none
EQX1025,Compactor,S002,2024-10-16,2024-10-22,7.4,1.9,6,OP117,0,none
EQX1147,Bulldozer,S008,2025-06-14,2025-07-06,7.9,4.7,22,OP135,0,none
EQX1049,Grader,S007,2025-11-11,2025-11-23,6.0,1.9,12,OP127,0,none
EQX1058,Grader,S006,2024-12-16,2024-12-29,7.2,3.1,13,OP117,0,none
EQX1028,Excavator,,2024-07-26,2024-08-15,6.6,0.0,20,OP123,1,unassigned_site
EQX1191,Loader,S012,2024-02-07,2024-02-15,6.6,2.2,8,OP112,0,none
EQX1042,Compactor,S002,2024-08-31,2024-09-07,4.0,0.7,7,OP114,0,none
EQX1061,Grader,S006,2025-09-09,2025-09-18,1.2,22.4,9,OP133,1,excessive_idle
EQX1027,Crane,S002,2025-06-21,2025-06-29,9.2,3.8,8,OP117,0,none
EQX1017,Grader,S002,2024-12-13,2024-12-24,4.1,5.2,11,OP101,0,none
EQX1180,Compactor,S001,2024-03-03,2024-03-11,10.1,2.0,8,OP129,0,none
EQX1206,Bulldozer,S008,2024-05-19,2024-06-12,6.4,2.6,24,OP130,0,none
EQX1183,Crane,S009,2025-11-05,2025-11-14,7.1,4.6,9,OP133,0,none
EQX1186,Grader,S010,2025-06-21,2025-06-30,5.4,6.5,9,OP131,0,none
EQX1037,Excavator,S005,2024-04-12,2024-04-27,8.4,4.8,15,OP122,0,none
EQX1078,Grader,S006,2025-10-21,2025-11-03,5.1,6.6,13,OP126,0,none
EQX1074,Bulldozer,S005,2024-04-28,2024-05-07,6.3,2.7,9,OP119,0,none
EQX1152,Loader,S003,2024-03-19,2024-04-01,5.7,0.0,13,OP136,0,none
EQX1047,Bulldozer,S008,2025-05-31,2025-06-23,5.5,3.7,23,OP132,0,none
EQX1166,Bulldozer,S005,2024-06-21,2024-07-03,7.3,7.4,12,OP104,0,none
EQX1191,Loader,S005,2024-03-06,2024-03-14,5.9,6.5,8,OP102,0,none
EQX1076,Bulldozer,S005,2024-01-26,2024-02-14,1.7,6.8,19,OP113,0,none
EQX1168,Compactor,S002,2025-12-18,2025-12-25,9.1,2.2,7,OP129,0,none
EQX1074,Bulldozer,S005,2024-12-08,2024-12-28,1.8,5.4,20,OP127,0,none
EQX1203,Crane,S002,2025-01-19,2025-01-27,6.2,5.2,8,OP128,0,none
EQX1217,Excavator,S011,2025-02-08,2025-02-11,6.6,2.3,3,OP106,0,none
EQX1216,Compactor,S009,2024-09-28,2024-10-11,4.8,6.7,13,OP101,0,none
EQX1003,Loader,S007,2025-09-01,2025-09-15,6.7,1.6,14,OP134,0,none
EQX1152,Loader,S009,2024-09-23,2024-09-28,7.1,3.3,5,OP137,0,none
EQX1126,Crane,S003,2025-03-23,2025-03-28,4.1,0.0,5,OP118,0,none
EQX1085,Excavator,S012,2024-03-31,2024-04-07,5.2,7.1,7,OP110,0,none
EQX1078,Grader,S010,2024-12-24,2025-01-03,6.1,5.2,10,OP132,0,none
EQX1095,Bulldozer,S011,2024-08-06,2024-08-29,4.1,4.6,23,OP118,0,none
EQX1111,Crane,S006,2025-01-31,2025-02-05,5.2,1.4,5,OP106,0,none
EQX1189,Compactor,S002,2025-04-15,2025-04-25,1.6,5.2,10,OP135,0,none
EQX1062,Crane,S002,2024-05-15,2024-05-23,5.4,5.6,8,OP134,0,none
EQX1184,Bulldozer,S005,2025-03-03,2025-03-29,4.5,5.8,26,OP108,0,none
EQX1154,Grader,S011,2025-05-11,2025-05-18,5.4,2.5,7,OP124,0,none
EQX1043,Compactor,S001,2025-10-11,2025-10-21,8.6,4.2,10,OP116,0,none
EQX1133,Grader,S010,2025-06-25,2025-07-05,9.1,6.5,10,OP117,0,none
EQX1077,Bulldozer,S003,2025-08-16,2025-08-27,7.6,6.5,11,OP101,0,none
EQX1111,Crane,S012,2024-03-18,2024-03-23,7.4,1.1,5,OP138,0,none
EQX1141,Crane,,2024-09-05,2024-09-11,5.4,6.3,6,OP132,1,unassigned_site
EQX1023,Loader,S003,2025-02-20,2025-02-27,3.5,5.4,7,OP120,0,none
EQX1024,Loader,S008,2025-04-10,2025-04-23,3.5,6.6,13,OP119,0,none
EQX1032,Loader,S005,2024-05-20,2024-06-01,6.6,4.1,12,OP133,0,none
EQX1189,Compactor,S006,2025-11-27,2025-12-03,8.1,4.6,6,OP106,0,none
EQX1189,Compactor,S002,2025-02-19,2025-02-26,5.6,0.0,7,OP107,0,none
EQX1078,Grader,S006,2025-09-01,2025-09-08,4.9,1.0,7,OP105,0,none
EQX1123,Excavator,S011,2024-03-04,2024-03-25,8.8,3.5,21,OP111,0,none
EQX1105,Compactor,S006,2024-09-05,2024-09-15,7.3,2.3,10,OP125,0,none
EQX1193,Excavator,S009,2025-12-19,2025-12-30,7.8,2.3,11,OP138,0,none
EQX1004,Grader,S011,2025-02-10,2025-02-21,7.7,2.1,11,OP132,0,none
EQX1196,Excavator,S004,2025-12-16,2025-12-25,10.7,3.4,9,OP101,0,none
EQX1008,Compactor,S006,2024-03-23,2024-03-31,4.7,3.7,8,OP115,0,none
EQX1161,Excavator,S009,2025-11-13,2025-11-24,8.4,4.2,11,OP103,0,none
EQX1030,Grader,S007,2025-12-05,2025-12-17,7.8,0.0,12,OP104,0,none
EQX1025,Compactor,S010,2024-09-26,2024-10-11,8.2,3.9,15,OP119,0,none
EQX1165,Grader,S006,2025-06-24,2025-06-27,8.0,4.8,3,OP119,0,none
EQX1030,Grader,S006,2024-01-23,2024-01-30,8.5,1.9,7,OP111,0,none
EQX1113,Bulldozer,S003,2025-02-07,2025-03-05,6.9,1.2,26,OP136,0,none
EQX1214,Compactor,S001,2024-04-24,2024-05-01,6.7,1.2,7,OP118,0,none
EQX1140,Excavator,S003,2024-03-21,2024-03-29,6.1,6.4,8,OP115,0,none
EQX1126,Crane,S004,2024-08-16,2024-08-17,5.2,0.6,1,OP115,0,none
EQX1088,Crane,S001,2025-09-04,2025-09-13,6.7,7.2,9,OP117,0,none
EQX1045,Compactor,S006,2024-12-26,2025-01-04,2.9,7.9,9,OP105,0,none
EQX1042,Compactor,S002,2025-10-04,2025-10-18,6.5,6.2,14,OP127,0,none
EQX1172,Crane,S001,2024-09-14,2024-09-23,7.0,6.3,9,OP109,0,none
EQX1030,Grader,S010,2025-01-13,2025-01-30,6.0,5.0,17,OP127,0,none
EQX1215,Compactor,S007,2024-12-02,2024-12-12,7.2,8.3,10,OP110,0,none
EQX1152,Loader,S004,2025-12-08,2025-12-19,6.5,1.2,11,OP134,0,none
EQX1053,Compactor,S007,2024-03-15,2024-03-18,4.4,2.9,3,OP122,0,none
EQX1139,Compactor,S001,2025-06-16,2025-06-23,7.1,2.0,7,OP103,0,none
EQX1191,Loader,S005,2025-10-15,2025-10-22,6.8,4.1,7,OP139,0,none
EQX1112,Excavator,S001,2024-06-14,2024-06-24,6.6,0.2,10,OP115,0,none
EQX1051,Excavator,S011,2024-12-04,2024-12-25,6.8,6.4,21,OP126,0,none
EQX1167,Compactor,S006,2024-12-21,2024-12-27,3.9,1.9,6,OP135,0,none
EQX1154,Grader,S012,2024-03-15,2024-03-31,4.5,8.8,16,OP132,0,none
EQX1073,Loader,S008,2025-07-09,2025-07-22,8.6,3.6,13,OP117,0,none
EQX1034,Bulldozer,S003,2024-10-08,2024-10-25,3.5,4.1,17,OP101,0,none
EQX1070,Crane,S011,2024-10-28,2024-11-03,2.3,2.9,6,OP135,0,none
EQX1047,Bulldozer,S008,2025-11-17,2025-12-03,8.3,3.9,16,OP137,0,none
EQX1146,Bulldozer,S008,2025-05-28,2025-05-30,6.0,0.0,2,OP124,0,none
EQX1019,Compactor,S004,2025-06-08,2025-06-17,5.2,4.7,9,OP117,0,none
EQX1040,Grader,S001,2024-12-30,2025-01-07,7.4,0.0,8,OP119,0,none
EQX1020,Grader,S010,2025-01-31,2025-02-10,6.9,3.8,10,OP127,0,none
EQX1117,Compactor,S010,2024-01-25,2024-01-28,3.5,2.5,3,OP123,0,none
EQX1066,Grader,S010,2024-11-24,2024-12-07,4.9,7.0,13,OP121,0,none
EQX1097,Bulldozer,S005,2025-04-09,2025-05-11,11.4,2.7,32,OP115,0,none
EQX1071,Excavator,S001,2024-11-19,2024-11-26,6.0,7.2,7,OP119,0,none
EQX1035,Crane,S004,2024-03-01,2024-03-08,7.6,2.2,7,OP133,0,none
EQX1166,Bulldozer,S009,2025-03-18,2025-04-01,4.3,0.0,14,OP110,0,none
EQX1081,Grader,S007,2024-08-14,2024-08-19,10.5,6.3,5,OP103,0,none
EQX1024,Loader,S003,2024-11-23,2024-12-06,3.7,6.6,13,OP133,0,none
EQX1152,Loader,S008,2025-11-01,2025-11-09,8.2,1.4,8,OP126,0,none
EQX1183,Crane,S001,2024-12-26,2025-01-03,5.1,3.9,8,OP122,0,none
EQX1210,Crane,S002,2024-09-07,2024-09-17,5.6,0.9,10,OP104,0,none
EQX1219,Loader,S003,2024-11-05,2024-11-18,5.3,4.8,13,OP101,0,none
EQX1215,Compactor,S009,2024-05-09,2024-05-12,7.5,2.3,3,OP128,0,none
EQX1065,Grader,S006,2025-05-25,2025-06-12,6.6,6.6,18,OP101,0,none
EQX1045,Compactor,S009,2025-04-10,2025-04-12,5.0,2.6,2,OP111,0,none
EQX1165,Grader,S007,2024-07-04,2024-07-16,4.5,8.6,12,OP103,0,none
EQX1042,Compactor,S011,2024-09-14,2024-09-28,10.5,1.1,14,OP121,0,none
EQX1106,Compactor,S009,2025-02-18,2025-02-23,8.5,0.0,5,OP108,0,none
EQX1165,Grader,S007,2024-09-23,2024-10-03,7.5,3.8,10,OP117,0,none
EQX1195,Excavator,S007,2025-03-03,2025-03-11,8.4,4.0,8,OP137,0,none
EQX1090,Crane,S005,2025-01-07,2025-01-15,6.4,1.4,8,OP129,0,none
EQX1107,Crane,S004,2024-08-21,2024-08-30,6.3,5.4,9,OP105,0,none
EQX1094,Bulldozer,S005,2025-01-04,2025-01-18,5.3,3.1,14,OP123,0,none
EQX1128,Excavator,S011,2025-01-10,2025-01-25,4.9,4.1,15,OP130,0,none
EQX1009,Excavator,S009,2025-01-19,2025-02-03,8.5,2.7,15,OP125,0,none
EQX1035,Crane,S004,2024-10-29,2024-11-07,7.2,0.6,9,OP105,0,none
EQX1091,Excavator,S001,2025-03-24,2025-04-11,3.0,4.5,18,OP117,0,none
EQX1061,Grader,S006,2025-04-15,2025-04-23,8.2,2.1,8,OP137,0,none
EQX1214,Compactor,S010,2024-02-20,2024-02-27,5.6,3.8,7,OP101,0,none
EQX1084,Excavator,S002,2025-09-12,2025-09-24,6.3,3.0,12,OP104,0,none
EQX1017,Grader,S010,2025-07-13,2025-07-28,0.3,1.0,15,OP116,0,none
EQX1175,Excavator,S003,2025-03-24,2025-04-01,5.9,1.0,8,OP118,0,none
EQX1203,Crane,S004,2024-01-22,2024-01-25,5.7,4.0,3,OP129,0,none
EQX1122,Grader,S006,2024-02-26,2024-03-01,8.2,4.9,4,OP125,0,none
EQX1154,Grader,S004,2024-03-03,2024-03-07,3.9,3.0,4,OP136,0,none
EQX1147,Bulldozer,S011,2024-02-15,2024-03-16,5.5,0.4,30,OP106,0,none
EQX1178,Loader,S003,2024-10-30,2025-01-06,7.6,2.3,68,OP107,1,extended_rental
EQX1143,Loader,S012,2024-03-22,2024-04-01,7.3,3.0,10,OP103,0,none
EQX1218,Excavator,S001,2025-08-05,2025-08-18,4.2,3.9,13,OP132,0,none
EQX1127,Bulldozer,S006,2024-04-27,2024-05-16,2.1,2.2,19,OP139,0,none
EQX1216,Compactor,S006,2024-08-06,2024-08-09,6.1,0.4,3,OP118,0,none
EQX1018,Excavator,S011,2025-01-21,2025-01-27,3.6,3.5,6,OP120,0,none
EQX1073,Loader,S001,2025-04-27,2025-04-30,4.1,2.0,3,OP139,0,none
EQX1048,Bulldozer,S007,2025-05-15,2025-05-26,7.2,2.3,11,OP128,0,none
EQX1073,Loader,S003,2025-04-10,2025-04-24,9.1,0.4,14,OP111,0,none
EQX1215,Compactor,S006,2024-10-17,2024-10-24,2.3,9.3,7,OP129,0,none
EQX1163,Bulldozer,S010,2024-08-11,2024-08-30,5.5,0.0,19,OP136,0,none
EQX1005,Excavator,S004,2024-08-22,2024-09-05,9.2,0.8,14,OP123,0,none
EQX1085,Excavator,S001,2024-03-20,2024-03-25,7.8,6.1,5,OP113,0,none
EQX1196,Excavator,S005,2025-06-08,2025-06-15,5.9,1.9,7,OP103,0,none
EQX1135,Grader,S006,2025-08-29,2025-09-07,5.4,3.6,9,OP104,0,none
EQX1143,Loader,S012,2025-11-17,2025-11-25,6.8,3.1,8,OP123,0,none
EQX1174,Loader,S002,2024-10-06,2024-10-16,4.4,0.3,10,OP112,0,none
EQX1011,Bulldozer,S005,2025-05-15,2025-06-13,8.7,1.2,29,OP111,0,none
EQX1041,Crane,S004,2025-02-21,2025-02-25,6.1,5.0,4,OP116,0,none
EQX1023,Loader,,2024-10-12,2024-10-18,3.5,5.4,6,OP109,1,unassigned_site
EQX1125,Excavator,S010,2025-05-23,2025-06-04,7.0,4.9,12,OP105,0,none
EQX1024,Loader,S012,2024-01-18,2024-01-30,10.3,2.9,12,OP128,0,none
EQX1056,Compactor,S003,2025-05-20,2025-06-03,9.0,1.7,14,,1,no_operator
EQX1174,Loader,S012,2025-09-04,2025-09-21,4.2,2.3,17,OP105,0,none
EQX1101,Loader,S010,2024-09-24,2024-10-08,5.4,0.0,14,OP120,0,none
EQX1027,Crane,S004,2025-10-26,2025-11-03,7.7,3.7,8,OP104,0,none
EQX1089,Excavator,S011,2025-11-11,2025-11-25,0.8,22.5,14,OP105,1,excessive_idle
EQX1181,Loader,S008,2024-07-03,2024-07-18,6.7,2.6,15,OP139,0,none
EQX1133,Grader,S007,2024-10-28,2024-11-06,5.0,0.7,9,OP103,0,none
EQX1128,Excavator,S012,2024-03-21,2024-04-06,7.6,0.0,16,OP102,0,none
EQX1037,Excavator,S011,2025-06-08,2025-06-20,10.6,6.2,12,OP111,0,none
EQX1130,Grader,S009,2025-12-16,2025-12-27,2.9,3.3,11,OP133,0,none
EQX1032,Loader,S005,2025-03-11,2025-03-19,5.8,5.7,8,OP133,0,none
EQX1021,Compactor,S010,2025-03-18,2025-03-27,6.6,2.7,9,OP131,0,none
EQX1139,Compactor,S010,2024-02-17,2024-02-25,6.2,0.0,8,OP137,0,none
EQX1061,Grader,S010,2025-07-06,2025-07-22,5.7,0.0,16,OP139,0,none
EQX1065,Grader,S010,2025-02-14,2025-02-20,5.9,2.8,6,OP121,0,none
EQX1152,Loader,S001,2024-02-09,2024-05-02,0.9,0.0,83,OP113,1,extended_rental
EQX1008,Compactor,S004,2024-12-19,2024-12-26,9.2,1.5,7,OP123,0,none
EQX1172,Crane,S006,2025-03-18,2025-03-27,5.8,7.6,9,OP101,0,none
EQX1070,Crane,S003,2025-11-13,2025-11-21,10.1,3.0,8,OP123,0,none
EQX1010,Crane,S009,2025-11-27,2025-12-03,1.6,4.4,6,OP130,0,none
EQX1122,Grader,S006,2025-02-17,2025-02-27,5.1,1.9,10,OP107,0,none
EQX1177,Crane,S001,2025-04-18,2025-04-23,7.2,5.3,5,OP139,0,none
EQX1197,Grader,S006,2025-03-25,2025-03-29,7.0,4.5,4,OP112,0,none
EQX1059,Excavator,S002,2024-04-21,2024-04-25,5.1,6.5,4,OP135,0,none
EQX1144,Grader,S010,2024-07-12,2024-07-24,7.4,5.7,12,OP118,0,none
EQX1210,Crane,S008,2025-01-09,2025-01-17,8.3,2.8,8,OP101,0,none
EQX1027,Crane,S001,2025-11-09,2025-11-17,5.0,3.6,8,OP137,0,none
EQX1161,Excavator,S002,2025-06-11,2025-06-21,7.2,0.0,10,OP128,0,none
EQX1219,Loader,S011,2025-09-27,2025-10-08,3.9,1.8,11,OP137,0,none
EQX1068,Bulldozer,S005,2024-04-17,2024-04-27,5.4,4.3,10,OP118,0,none
EQX1196,Excavator,S012,2025-05-17,2025-05-24,8.1,0.5,7,OP120,0,none
EQX1080,Compactor,S010,2025-04-12,2025-04-17,6.6,5.9,5,OP105,0,none
EQX1116,Loader,S004,2025-07-02,2025-07-17,6.9,4.7,15,OP127,0,none
EQX1091,Excavator,S008,2025-05-05,2025-05-15,7.3,5.9,10,OP135,0,none
EQX1174,Loader,S001,2025-04-14,2025-04-19,7.9,6.3,5,OP121,0,none
EQX1161,Excavator,S004,2025-01-22,2025-02-01,2.1,6.0,10,OP103,0,none
EQX1107,Crane,S012,2025-06-17,2025-06-24,7.5,2.1,7,OP110,0,none
EQX1058,Grader,S010,2024-11-03,2024-11-09,6.5,3.6,6,OP110,0,none
EQX1167,Compactor,S007,2024-11-08,2024-11-14,6.1,1.1,6,OP125,0,none
EQX1177,Crane,S004,2024-12-05,2024-12-14,8.6,8.3,9,OP113,0,none
EQX1043,Compactor,S006,2024-06-16,2024-06-26,4.6,2.1,10,OP108,0,none
EQX1075,Excavator,S004,2025-08-19,2025-08-28,7.8,3.7,9,OP137,0,none
EQX1151,Compactor,S001,2024-12-03,2024-12-12,8.3,5.4,9,OP116,0,none
EQX1105,Compactor,S010,2024-11-05,2024-11-16,6.0,3.6,11,OP137,0,none
EQX1113,Bulldozer,S012,2024-12-01,2024-12-28,11.0,4.2,27,OP101,0,none
EQX1215,Compactor,S012,2024-07-30,2024-08-07,4.8,7.2,8,OP124,0,none
EQX1175,Excavator,S007,2024-11-17,2024-11-30,6.0,3.5,13,OP109,0,none
EQX1056,Compactor,S001,2025-10-26,2025-11-04,4.3,6.3,9,OP128,0,none
EQX1031,Compactor,S006,2024-12-07,2024-12-13,7.3,0.0,6,OP121,0,none
EQX1035,Crane,S012,2025-10-31,2025-11-07,5.2,2.0,7,OP116,0,none
