Equipment_ID,Type,Site_ID,Check_In_Date,Check_Out_Date,Engine_Hours_Day,Idle_Hours_Day,Rental_Days,Last_Operator_ID,is_anomaly,anomaly_type,total_hours,idle_ratio,is_missing_site,is_missing_operator,hours_over_24,type_enc,anomaly_score,predicted_anomaly
EQX1154,Grader,S006,2024-06-27,2024-07-07,8.0,3.0,10,OP128,0,none,11.0,0.2727272479338866,0,0,0,4,0.15207223425597277,0
EQX1025,Compactor,S002,2024-10-16,2024-10-22,7.4,1.9,6,OP117,0,none,9.3,0.20430105330096202,0,0,0,1,0.14891024362492927,0
EQX1147,Bulldozer,S008,2025-06-14,2025-07-06,7.9,4.7,22,OP135,0,none,12.600000000000001,0.373015843411441,0,0,0,0,0.1128777516219473,0
EQX1049,Grader,S007,2025-11-11,2025-11-23,6.0,1.9,12,OP127,0,none,7.9,0.24050629867008874,0,0,0,4,0.15063622873950505,0
EQX1058,Grader,S006,2024-12-16,2024-12-29,7.2,3.1,13,OP117,0,none,10.3,0.3009708445659374,0,0,0,4,0.1582464856432635,0
EQX1028,Excavator,UNKNOWN,2024-07-26,2024-08-15,6.6,0.0,20,OP123,1,unassigned_site,6.6,0.0,1,0,0,3,-0.07199014827971884,1
EQX1191,Loader,S012,2024-02-07,2024-02-15,6.6,2.2,8,OP112,0,none,8.8,0.24999997159091233,0,0,0,5,0.13823698268343665,0
EQX1042,Compactor,S002,2024-08-31,2024-09-07,4.0,0.7,7,OP114,0,none,4.7,0.14893613852422583,0,0,0,1,0.10455119464112578,0
EQX1061,Grader,S006,2025-09-09,2025-09-18,1.2,22.4,9,OP133,1,excessive_idle,23.599999999999998,0.9491525021545549,0,0,0,4,-0.08572017989927316,1
EQX1027,Crane,S002,2025-06-21,2025-06-29,9.2,3.8,8,OP117,0,none,13.0,0.29230766982248696,0,0,0,2,0.14330738978048102,0
EQX1017,Grader,S002,2024-12-13,2024-12-24,4.1,5.2,11,OP101,0,none,9.3,0.5591397248236856,0,0,0,4,0.1389468161859218,0
EQX1180,Compactor,S001,2024-03-03,2024-03-11,10.1,2.0,8,OP129,0,none,12.1,0.16528924253807914,0,0,0,1,0.11529189556525904,0
EQX1206,Bulldozer,S008,2024-05-19,2024-06-12,6.4,2.6,24,OP130,0,none,9.0,0.28888885679012705,0,0,0,0,0.10949637201654006,0
EQX1183,Crane,S009,2025-11-05,2025-11-14,7.1,4.6,9,OP133,0,none,11.7,0.3931623595587727,0,0,0,2,0.1562365991406035,0
EQX1186,Grader,S010,2025-06-21,2025-06-30,5.4,6.5,9,OP131,0,none,11.9,0.5462184414942486,0,0,0,4,0.1423354324970924,0
EQX1037,Excavator,S005,2024-04-12,2024-04-27,8.4,4.8,15,OP122,0,none,13.2,0.3636363360881564,0,0,0,3,0.14691147433455048,0
EQX1078,Grader,S006,2025-10-21,2025-11-03,5.1,6.6,13,OP126,0,none,11.7,0.5641025158886739,0,0,0,4,0.13981909812678406,0
EQX1074,Bulldozer,S005,2024-04-28,2024-05-07,6.3,2.7,9,OP119,0,none,9.0,0.2999999666666704,0,0,0,0,0.13256423039940618,0
EQX1152,Loader,S003,2024-03-19,2024-04-01,5.7,0.0,13,OP136,0,none,5.7,0.0,0,0,0,5,0.09219790061630506,0
EQX1047,Bulldozer,S008,2025-05-31,2025-06-23,5.5,3.7,23,OP132,0,none,9.2,0.40217386932892735,0,0,0,0,0.11580846068154821,0
EQX1166,Bulldozer,S005,2024-06-21,2024-07-03,7.3,7.4,12,OP104,0,none,14.7,0.5034013262992296,0,0,0,0,0.11462456588999448,0
EQX1191,Loader,S005,2024-03-06,2024-03-14,5.9,6.5,8,OP102,0,none,12.4,0.524193506113427,0,0,0,5,0.1241442668148946,0
EQX1076,Bulldozer,S005,2024-01-26,2024-02-14,1.7,6.8,19,OP113,0,none,8.5,0.799999905882364,0,0,0,0,0.03564375480822091,0
EQX1168,Compactor,S002,2025-12-18,2025-12-25,9.1,2.2,7,OP129,0,none,11.3,0.19469024825750017,0,0,0,1,0.13802594429346815,0
EQX1074,Bulldozer,S005,2024-12-08,2024-12-28,1.8,5.4,20,OP127,0,none,7.2,0.7499998958333478,0,0,0,0,0.04334027334765411,0
EQX1203,Crane,S002,2025-01-19,2025-01-27,6.2,5.2,8,OP128,0,none,11.4,0.45614031086488505,0,0,0,2,0.1588303123057539,0
EQX1217,Excavator,S011,2025-02-08,2025-02-11,6.6,2.3,3,OP106,0,none,8.899999999999999,0.25842693725540034,0,0,0,3,0.14840044262850965,0
EQX1216,Compactor,S009,2024-09-28,2024-10-11,4.8,6.7,13,OP101,0,none,11.5,0.5826086449905526,0,0,0,1,0.13364035738171282,0
EQX1003,Loader,S007,2025-09-01,2025-09-15,6.7,1.6,14,OP134,0,none,8.3,0.19277106111192036,0,0,0,5,0.12710474712333003,0
EQX1152,Loader,S009,2024-09-23,2024-09-28,7.1,3.3,5,OP137,0,none,10.399999999999999,0.31730766179734027,0,0,0,5,0.13244170986822024,0
EQX1126,Crane,S003,2025-03-23,2025-03-28,4.1,0.0,5,OP118,0,none,4.1,0.0,0,0,0,2,0.09632454383906797,0
EQX1085,Excavator,S012,2024-03-31,2024-04-07,5.2,7.1,7,OP110,0,none,12.3,0.5772357254279897,0,0,0,3,0.13538441783908867,0
EQX1078,Grader,S010,2024-12-24,2025-01-03,6.1,5.2,10,OP132,0,none,11.3,0.46017695042681855,0,0,0,4,0.15399966620138977,0
EQX1095,Bulldozer,S011,2024-08-06,2024-08-29,4.1,4.6,23,OP118,0,none,8.7,0.5287355714097045,0,0,0,0,0.0986995210988581,0
EQX1111,Crane,S006,2025-01-31,2025-02-05,5.2,1.4,5,OP106,0,none,6.6,0.2121211799816394,0,0,0,2,0.13848487479999771,0
EQX1189,Compactor,S002,2025-04-15,2025-04-25,1.6,5.2,10,OP135,0,none,6.800000000000001,0.7647057698962102,0,0,0,1,0.07708179324531983,0
EQX1062,Crane,S002,2024-05-15,2024-05-23,5.4,5.6,8,OP134,0,none,11.0,0.5090908628099216,0,0,0,2,0.15056216921188237,0
EQX1184,Bulldozer,S005,2025-03-03,2025-03-29,4.5,5.8,26,OP108,0,none,10.3,0.5631067414459474,0,0,0,0,0.09691724588928752,0
EQX1154,Grader,S011,2025-05-11,2025-05-18,5.4,2.5,7,OP124,0,none,7.9,0.31645565614485366,0,0,0,4,0.14640089469712236,0
EQX1043,Compactor,S001,2025-10-11,2025-10-21,8.6,4.2,10,OP116,0,none,12.8,0.3281249743652364,0,0,0,1,0.14696971963220573,0
EQX1133,Grader,S010,2025-06-25,2025-07-05,9.1,6.5,10,OP117,0,none,15.6,0.4166666399572667,0,0,0,4,0.125906816868523,0
EQX1077,Bulldozer,S003,2025-08-16,2025-08-27,7.6,6.5,11,OP101,0,none,14.1,0.4609928751068883,0,0,0,0,0.12613719991967898,0
EQX1111,Crane,S012,2024-03-18,2024-03-23,7.4,1.1,5,OP138,0,none,8.5,0.12941174948097067,0,0,0,2,0.12880796122289412,0
EQX1141,Crane,UNKNOWN,2024-09-05,2024-09-11,5.4,6.3,6,OP132,1,unassigned_site,11.7,0.5384614924391887,1,0,0,2,-0.03198938309854449,1
EQX1023,Loader,S003,2025-02-20,2025-02-27,3.5,5.4,7,OP120,0,none,8.9,0.6067415048605052,0,0,0,5,0.10677837579797039,0
EQX1024,Loader,S008,2025-04-10,2025-04-23,3.5,6.6,13,OP119,0,none,10.1,0.6534652818351206,0,0,0,5,0.1053274169448481,0
EQX1032,Loader,S005,2024-05-20,2024-06-01,6.6,4.1,12,OP133,0,none,10.7,0.3831775342824735,0,0,0,5,0.1462896027513878,0
EQX1189,Compactor,S006,2025-11-27,2025-12-03,8.1,4.6,6,OP106,0,none,12.7,0.362204695889394,0,0,0,1,0.14590030785589175,0
EQX1189,Compactor,S002,2025-02-19,2025-02-26,5.6,0.0,7,OP107,0,none,5.6,0.0,0,0,0,1,0.111526463285748,0
EQX1078,Grader,S006,2025-09-01,2025-09-08,4.9,1.0,7,OP105,0,none,5.9,0.1694914966963565,0,0,0,4,0.1242052030891368,0
EQX1123,Excavator,S011,2024-03-04,2024-03-25,8.8,3.5,21,OP111,0,none,12.3,0.2845528223940795,0,0,0,3,0.1256962909328761,0
EQX1105,Compactor,S006,2024-09-05,2024-09-15,7.3,2.3,10,OP125,0,none,9.6,0.23958330837673872,0,0,0,1,0.15446321978170913,0
EQX1193,Excavator,S009,2025-12-19,2025-12-30,7.8,2.3,11,OP138,0,none,10.1,0.22772274973042084,0,0,0,3,0.15303744831423216,0
EQX1004,Grader,S011,2025-02-10,2025-02-21,7.7,2.1,11,OP132,0,none,9.8,0.2142856924198273,0,0,0,4,0.15058637303828876,0
EQX1196,Excavator,S004,2025-12-16,2025-12-25,10.7,3.4,9,OP101,0,none,14.1,0.24113473467129543,0,0,0,3,0.11540449603226743,0
EQX1008,Compactor,S006,2024-03-23,2024-03-31,4.7,3.7,8,OP115,0,none,8.4,0.440476138038555,0,0,0,1,0.15250072069348064,0
EQX1161,Excavator,S009,2025-11-13,2025-11-24,8.4,4.2,11,OP103,0,none,12.600000000000001,0.333333306878309,0,0,0,3,0.151631131906928,0
EQX1030,Grader,S007,2025-12-05,2025-12-17,7.8,0.0,12,OP104,0,none,7.8,0.0,0,0,0,4,0.11838235205546704,0
EQX1025,Compactor,S010,2024-09-26,2024-10-11,8.2,3.9,15,OP119,0,none,12.1,0.3223140229492543,0,0,0,1,0.14328201269650553,0
EQX1165,Grader,S006,2025-06-24,2025-06-27,8.0,4.8,3,OP119,0,none,12.8,0.3749999707031273,0,0,0,4,0.13308988840119163,0
EQX1030,Grader,S006,2024-01-23,2024-01-30,8.5,1.9,7,OP111,0,none,10.4,0.18269229012574134,0,0,0,4,0.1403428034837848,0
EQX1113,Bulldozer,S003,2025-02-07,2025-03-05,6.9,1.2,26,OP136,0,none,8.1,0.1481481298582556,0,0,0,0,0.06708852559028183,0
EQX1214,Compactor,S001,2024-04-24,2024-05-01,6.7,1.2,7,OP118,0,none,7.9,0.15189871494952975,0,0,0,1,0.14027461117016593,0
EQX1140,Excavator,S003,2024-03-21,2024-03-29,6.1,6.4,8,OP115,0,none,12.5,0.5119999590400033,0,0,0,3,0.1487137679377762,0
EQX1126,Crane,S004,2024-08-16,2024-08-17,5.2,0.6,1,OP115,0,none,5.8,0.1034482580261624,0,0,0,2,0.08415684020504977,0
EQX1088,Crane,S001,2025-09-04,2025-09-13,6.7,7.2,9,OP117,0,none,13.9,0.5179855742456422,0,0,0,2,0.14080156774940805,0
EQX1045,Compactor,S006,2024-12-26,2025-01-04,2.9,7.9,9,OP105,0,none,10.8,0.7314814137517209,0,0,0,1,0.09243907935184914,0
EQX1042,Compactor,S002,2025-10-04,2025-10-18,6.5,6.2,14,OP127,0,none,12.7,0.488188937937879,0,0,0,1,0.1443352075972138,0
EQX1172,Crane,S001,2024-09-14,2024-09-23,7.0,6.3,9,OP109,0,none,13.3,0.47368417491096426,0,0,0,2,0.15040353535749262,0
EQX1030,Grader,S010,2025-01-13,2025-01-30,6.0,5.0,17,OP127,0,none,11.0,0.4545454132231443,0,0,0,4,0.13993037087253363,0
EQX1215,Compactor,S007,2024-12-02,2024-12-12,7.2,8.3,10,OP110,0,none,15.5,0.5354838364203978,0,0,0,1,0.11438304836000263,0
EQX1152,Loader,S004,2025-12-08,2025-12-19,6.5,1.2,11,OP134,0,none,7.7,0.1558441356046577,0,0,0,5,0.11860145909297409,0
EQX1053,Compactor,S007,2024-03-15,2024-03-18,4.4,2.9,3,OP122,0,none,7.300000000000001,0.3972602195533945,0,0,0,1,0.13796998576894748,0
EQX1139,Compactor,S001,2025-06-16,2025-06-23,7.1,2.0,7,OP103,0,none,9.1,0.21978019562854995,0,0,0,1,0.1544967107147563,0
EQX1191,Loader,S005,2025-10-15,2025-10-22,6.8,4.1,7,OP139,0,none,10.899999999999999,0.3761467544819492,0,0,0,5,0.14392543334913038,0
EQX1112,Excavator,S001,2024-06-14,2024-06-24,6.6,0.2,10,OP115,0,none,6.8,0.029411760380623476,0,0,0,3,0.11288596649558286,0
EQX1051,Excavator,S011,2024-12-04,2024-12-25,6.8,6.4,21,OP126,0,none,13.2,0.4848484481175419,0,0,0,3,0.13240313904596712,0
EQX1167,Compactor,S006,2024-12-21,2024-12-27,3.9,1.9,6,OP135,0,none,5.8,0.32758615041618094,0,0,0,1,0.13051635969192343,0
EQX1154,Grader,S012,2024-03-15,2024-03-31,4.5,8.8,16,OP132,0,none,13.3,0.6616540855899185,0,0,0,4,0.08296285522141827,0
EQX1073,Loader,S008,2025-07-09,2025-07-22,8.6,3.6,13,OP117,0,none,12.2,0.29508194302607027,0,0,0,5,0.13144858412742572,0
EQX1034,Bulldozer,S003,2024-10-08,2024-10-25,3.5,4.1,17,OP101,0,none,7.6,0.5394736132271561,0,0,0,0,0.09847164224768251,0
EQX1070,Crane,S011,2024-10-28,2024-11-03,2.3,2.9,6,OP135,0,none,5.199999999999999,0.5576922004438076,0,0,0,2,0.09251549998107989,0
EQX1047,Bulldozer,S008,2025-11-17,2025-12-03,8.3,3.9,16,OP137,0,none,12.200000000000001,0.31967210494490944,0,0,0,0,0.12768283008297593,0
EQX1146,Bulldozer,S008,2025-05-28,2025-05-30,6.0,0.0,2,OP124,0,none,6.0,0.0,0,0,0,0,0.0537211336909344,0
EQX1019,Compactor,S004,2025-06-08,2025-06-17,5.2,4.7,9,OP117,0,none,9.9,0.47474742679318926,0,0,0,1,0.15480008551270463,0
EQX1040,Grader,S001,2024-12-30,2025-01-07,7.4,0.0,8,OP119,0,none,7.4,0.0,0,0,0,4,0.1217035523134245,0
EQX1020,Grader,S010,2025-01-31,2025-02-10,6.9,3.8,10,OP127,0,none,10.7,0.3551401537252193,0,0,0,4,0.15881949191239303,0
EQX1117,Compactor,S010,2024-01-25,2024-01-28,3.5,2.5,3,OP123,0,none,6.0,0.41666659722223376,0,0,0,1,0.11794769349510087,0
EQX1066,Grader,S010,2024-11-24,2024-12-07,4.9,7.0,13,OP121,0,none,11.9,0.5882352446861139,0,0,0,4,0.13327967232919702,0
EQX1097,Bulldozer,S005,2025-04-09,2025-05-11,11.4,2.7,32,OP115,0,none,14.100000000000001,0.19148934812132284,0,0,0,0,0.003497917027348252,0
EQX1071,Excavator,S001,2024-11-19,2024-11-26,6.0,7.2,7,OP119,0,none,13.2,0.5454545041322346,0,0,0,3,0.14160858951711447,0
EQX1035,Crane,S004,2024-03-01,2024-03-08,7.6,2.2,7,OP133,0,none,9.8,0.22448977301124767,0,0,0,2,0.152445573170105,0
EQX1166,Bulldozer,S009,2025-03-18,2025-04-01,4.3,0.0,14,OP110,0,none,4.3,0.0,0,0,0,0,0.05712501202963105,0
EQX1081,Grader,S007,2024-08-14,2024-08-19,10.5,6.3,5,OP103,0,none,16.8,0.3749999776785727,0,0,0,4,0.08278003922411614,0
EQX1024,Loader,S003,2024-11-23,2024-12-06,3.7,6.6,13,OP133,0,none,10.3,0.6407766368178022,0,0,0,5,0.10792540275915741,0
EQX1152,Loader,S008,2025-11-01,2025-11-09,8.2,1.4,8,OP126,0,none,9.6,0.1458333181423627,0,0,0,5,0.11867838843013889,0
EQX1183,Crane,S001,2024-12-26,2025-01-03,5.1,3.9,8,OP122,0,none,9.0,0.43333328518519054,0,0,0,2,0.1587820394142243,0
EQX1210,Crane,S002,2024-09-07,2024-09-17,5.6,0.9,10,OP104,0,none,6.5,0.1384615171597666,0,0,0,2,0.12927074084382367,0
EQX1219,Loader,S003,2024-11-05,2024-11-18,5.3,4.8,13,OP101,0,none,10.1,0.4752474776982696,0,0,0,5,0.13563896577415474,0
EQX1215,Compactor,S009,2024-05-09,2024-05-12,7.5,2.3,3,OP128,0,none,9.8,0.23469385360266798,0,0,0,1,0.144216899624926,0
EQX1065,Grader,S006,2025-05-25,2025-06-12,6.6,6.6,18,OP101,0,none,13.2,0.499999962121215,0,0,0,4,0.12184879963379813,0
EQX1045,Compactor,S009,2025-04-10,2025-04-12,5.0,2.6,2,OP111,0,none,7.6,0.34210521814405026,0,0,0,1,0.12753559979079637,0
EQX1165,Grader,S007,2024-07-04,2024-07-16,4.5,8.6,12,OP103,0,none,13.1,0.6564884995046947,0,0,0,4,0.09966233559129473,0
EQX1042,Compactor,S011,2024-09-14,2024-09-28,10.5,1.1,14,OP121,0,none,11.6,0.09482757803210536,0,0,0,1,0.08174447858195905,0
EQX1106,Compactor,S009,2025-02-18,2025-02-23,8.5,0.0,5,OP108,0,none,8.5,0.0,0,0,0,1,0.11113858995865666,0
EQX1165,Grader,S007,2024-09-23,2024-10-03,7.5,3.8,10,OP117,0,none,11.3,0.3362831560811366,0,0,0,4,0.15491372913685947,0
EQX1195,Excavator,S007,2025-03-03,2025-03-11,8.4,4.0,8,OP137,0,none,12.4,0.32258061914672426,0,0,0,3,0.1501944826086693,0
EQX1090,Crane,S005,2025-01-07,2025-01-15,6.4,1.4,8,OP129,0,none,7.800000000000001,0.17948715647600555,0,0,0,2,0.14585253452046926,0
EQX1107,Crane,S004,2024-08-21,2024-08-30,6.3,5.4,9,OP105,0,none,11.7,0.46153842209073326,0,0,0,2,0.1579550060543442,0
EQX1094,Bulldozer,S005,2025-01-04,2025-01-18,5.3,3.1,14,OP123,0,none,8.4,0.36904757511338393,0,0,0,0,0.12927118804965537,0
EQX1128,Excavator,S011,2025-01-10,2025-01-25,4.9,4.1,15,OP130,0,none,9.0,0.45555550493827723,0,0,0,3,0.15479362147393427,0
EQX1009,Excavator,S009,2025-01-19,2025-02-03,8.5,2.7,15,OP125,0,none,11.2,0.24107140704719585,0,0,0,3,0.14612610829393852,0
EQX1035,Crane,S004,2024-10-29,2024-11-07,7.2,0.6,9,OP105,0,none,7.8,0.07692306706114524,0,0,0,2,0.12180637793154919,0
EQX1091,Excavator,S001,2025-03-24,2025-04-11,3.0,4.5,18,OP117,0,none,7.5,0.5999999200000107,0,0,0,3,0.11085950335610467,0
EQX1061,Grader,S006,2025-04-15,2025-04-23,8.2,2.1,8,OP137,0,none,10.299999999999999,0.20388347535111895,0,0,0,4,0.14878446936390993,0
EQX1214,Compactor,S010,2024-02-20,2024-02-27,5.6,3.8,7,OP101,0,none,9.399999999999999,0.4042552761430558,0,0,0,1,0.1592254986197924,0
EQX1084,Excavator,S002,2025-09-12,2025-09-24,6.3,3.0,12,OP104,0,none,9.3,0.3225806104752032,0,0,0,3,0.16398818689072114,0
EQX1017,Grader,S010,2025-07-13,2025-07-28,0.3,1.0,15,OP116,0,none,1.3,0.7692301775152481,0,0,0,4,-0.06063224448882276,1
EQX1175,Excavator,S003,2025-03-24,2025-04-01,5.9,1.0,8,OP118,0,none,6.9,0.14492751522789632,0,0,0,3,0.139011894623369,0
EQX1203,Crane,S004,2024-01-22,2024-01-25,5.7,4.0,3,OP129,0,none,9.7,0.41237109150813495,0,0,0,2,0.15147008308230175,0
EQX1122,Grader,S006,2024-02-26,2024-03-01,8.2,4.9,4,OP125,0,none,13.1,0.3740457729736052,0,0,0,4,0.13675685925838782,0
EQX1154,Grader,S004,2024-03-03,2024-03-07,3.9,3.0,4,OP136,0,none,6.9,0.434782545683689,0,0,0,4,0.12445402499396302,0
EQX1147,Bulldozer,S011,2024-02-15,2024-03-16,5.5,0.4,30,OP106,0,none,5.9,0.0677965986785426,0,0,0,0,0.027650176037939733,0
EQX1178,Loader,S003,2024-10-30,2025-01-06,7.6,2.3,68,OP107,1,extended_rental,9.899999999999999,0.23232320885624155,0,0,0,5,-0.021400731590410338,1
EQX1143,Loader,S012,2024-03-22,2024-04-01,7.3,3.0,10,OP103,0,none,10.3,0.2912621076444556,0,0,0,5,0.14261025053180665,0
EQX1218,Excavator,S001,2025-08-05,2025-08-18,4.2,3.9,13,OP132,0,none,8.1,0.48148142203933064,0,0,0,3,0.1520394927460631,0
EQX1127,Bulldozer,S006,2024-04-27,2024-05-16,2.1,2.2,19,OP139,0,none,4.300000000000001,0.5116277879935376,0,0,0,0,0.043854911748627545,0
EQX1216,Compactor,S006,2024-08-06,2024-08-09,6.1,0.4,3,OP118,0,none,6.5,0.061538452071007374,0,0,0,1,0.0999100444902642,0
EQX1018,Excavator,S011,2025-01-21,2025-01-27,3.6,3.5,6,OP120,0,none,7.1,0.4929576770482145,0,0,0,3,0.13107482264611015,0
EQX1073,Loader,S001,2025-04-27,2025-04-30,4.1,2.0,3,OP139,0,none,6.1,0.327868798710033,0,0,0,5,0.09425603880695838,0
EQX1048,Bulldozer,S007,2025-05-15,2025-05-26,7.2,2.3,11,OP128,0,none,9.5,0.24210523767313288,0,0,0,0,0.13085526894151372,0
EQX1073,Loader,S003,2025-04-10,2025-04-24,9.1,0.4,14,OP111,0,none,9.5,0.04210525872576225,0,0,0,5,0.08358849797939072,0
EQX1215,Compactor,S006,2024-10-17,2024-10-24,2.3,9.3,7,OP129,0,none,11.600000000000001,0.8017240688168906,0,0,0,1,0.041132868487939345,0
EQX1163,Bulldozer,S010,2024-08-11,2024-08-30,5.5,0.0,19,OP136,0,none,5.5,0.0,0,0,0,0,0.07114981763238232,0
EQX1005,Excavator,S004,2024-08-22,2024-09-05,9.2,0.8,14,OP123,0,none,10.0,0.07999999200000081,0,0,0,3,0.10813979358860598,0
EQX1085,Excavator,S001,2024-03-20,2024-03-25,7.8,6.1,5,OP113,0,none,13.899999999999999,0.43884888929144683,0,0,0,3,0.13818921565958697,0
EQX1196,Excavator,S005,2025-06-08,2025-06-15,5.9,1.9,7,OP103,0,none,7.800000000000001,0.24358971236029325,0,0,0,3,0.1547931088987896,0
EQX1135,Grader,S006,2025-08-29,2025-09-07,5.4,3.6,9,OP104,0,none,9.0,0.39999995555556056,0,0,0,4,0.15358682645695937,0
EQX1143,Loader,S012,2025-11-17,2025-11-25,6.8,3.1,8,OP123,0,none,9.9,0.3131312815018908,0,0,0,5,0.1416409547273958,0
EQX1174,Loader,S002,2024-10-06,2024-10-16,4.4,0.3,10,OP112,0,none,4.7,0.06382977365323964,0,0,0,5,0.07611763473126504,0
EQX1011,Bulldozer,S005,2025-05-15,2025-06-13,8.7,1.2,29,OP111,0,none,9.899999999999999,0.12121210896847387,0,0,0,0,0.055002515571968225,0
EQX1041,Crane,S004,2025-02-21,2025-02-25,6.1,5.0,4,OP116,0,none,11.1,0.4504504098693325,0,0,0,2,0.14910902158406447,0
EQX1023,Loader,UNKNOWN,2024-10-12,2024-10-18,3.5,5.4,6,OP109,1,unassigned_site,8.9,0.6067415048605052,1,0,0,5,-0.06887543934334384,1
EQX1125,Excavator,S010,2025-05-23,2025-06-04,7.0,4.9,12,OP105,0,none,11.9,0.41176467128027977,0,0,0,3,0.1579977291803063,0
EQX1024,Loader,S012,2024-01-18,2024-01-30,10.3,2.9,12,OP128,0,none,13.200000000000001,0.21969695305326112,0,0,0,5,0.10079055225548167,0
EQX1056,Compactor,S003,2025-05-20,2025-06-03,9.0,1.7,14,UNKNOWN,1,no_operator,10.7,0.15887848982444022,0,1,0,1,-0.04676762646034982,1
EQX1174,Loader,S012,2025-09-04,2025-09-21,4.2,2.3,17,OP105,0,none,6.5,0.35384609940829237,0,0,0,5,0.10810540166099342,0
EQX1101,Loader,S010,2024-09-24,2024-10-08,5.4,0.0,14,OP120,0,none,5.4,0.0,0,0,0,5,0.08521163093891992,0
EQX1027,Crane,S004,2025-10-26,2025-11-03,7.7,3.7,8,OP104,0,none,11.4,0.3245613750384759,0,0,0,2,0.15495455180806056,0
EQX1089,Excavator,S011,2025-11-11,2025-11-25,0.8,22.5,14,OP105,1,excessive_idle,23.3,0.9656651946066439,0,0,0,3,-0.08844075684603425,1
EQX1181,Loader,S008,2024-07-03,2024-07-18,6.7,2.6,15,OP139,0,none,9.3,0.2795698624118428,0,0,0,5,0.13872261462047203,0
EQX1133,Grader,S007,2024-10-28,2024-11-06,5.0,0.7,9,OP103,0,none,5.7,0.12280699599877262,0,0,0,4,0.11584004051052854,0
EQX1128,Excavator,S012,2024-03-21,2024-04-06,7.6,0.0,16,OP102,0,none,7.6,0.0,0,0,0,3,0.11206708899568973,0
EQX1037,Excavator,S011,2025-06-08,2025-06-20,10.6,6.2,12,OP111,0,none,16.8,0.36904759708050017,0,0,0,3,0.09282466288447239,0
EQX1130,Grader,S009,2025-12-16,2025-12-27,2.9,3.3,11,OP133,0,none,6.199999999999999,0.532257978668068,0,0,0,4,0.11241437201529458,0
EQX1032,Loader,S005,2025-03-11,2025-03-19,5.8,5.7,8,OP133,0,none,11.5,0.49565213081285825,0,0,0,5,0.13723915346586246,0
EQX1021,Compactor,S010,2025-03-18,2025-03-27,6.6,2.7,9,OP131,0,none,9.3,0.2903225494276829,0,0,0,1,0.16387306645851485,0
EQX1139,Compactor,S010,2024-02-17,2024-02-25,6.2,0.0,8,OP137,0,none,6.2,0.0,0,0,0,1,0.12185579728580398,0
EQX1061,Grader,S010,2025-07-06,2025-07-22,5.7,0.0,16,OP139,0,none,5.7,0.0,0,0,0,4,0.09689959975229684,0
EQX1065,Grader,S010,2025-02-14,2025-02-20,5.9,2.8,6,OP121,0,none,8.7,0.32183904346677666,0,0,0,4,0.15422381439772087,0
EQX1152,Loader,S001,2024-02-09,2024-05-02,0.9,0.0,83,OP113,1,extended_rental,0.9,0.0,0,0,0,5,-0.16693653846403933,1
EQX1008,Compactor,S004,2024-12-19,2024-12-26,9.2,1.5,7,OP123,0,none,10.7,0.1401869027862708,0,0,0,1,0.1277629971266847,0
EQX1172,Crane,S006,2025-03-18,2025-03-27,5.8,7.6,9,OP101,0,none,13.399999999999999,0.5671641367787958,0,0,0,2,0.13426495786841364,0
EQX1070,Crane,S003,2025-11-13,2025-11-21,10.1,3.0,8,OP123,0,none,13.1,0.22900761610628886,0,0,0,2,0.12363720295442682,0
EQX1010,Crane,S009,2025-11-27,2025-12-03,1.6,4.4,6,OP130,0,none,6.0,0.7333332111111315,0,0,0,2,0.078177366803521,0
EQX1122,Grader,S006,2025-02-17,2025-02-27,5.1,1.9,10,OP107,0,none,7.0,0.27142853265306677,0,0,0,4,0.1438221873823632,0
EQX1177,Crane,S001,2025-04-18,2025-04-23,7.2,5.3,5,OP139,0,none,12.5,0.42399996608000273,0,0,0,2,0.1488917215328266,0
EQX1197,Grader,S006,2025-03-25,2025-03-29,7.0,4.5,4,OP112,0,none,11.5,0.39130431379962494,0,0,0,4,0.14546559688756278,0
EQX1059,Excavator,S002,2024-04-21,2024-04-25,5.1,6.5,4,OP135,0,none,11.6,0.5603447792806225,0,0,0,3,0.13612849679147648,0
EQX1144,Grader,S010,2024-07-12,2024-07-24,7.4,5.7,12,OP118,0,none,13.100000000000001,0.4351144706019488,0,0,0,4,0.1459356065229206,0
EQX1210,Crane,S008,2025-01-09,2025-01-17,8.3,2.8,8,OP101,0,none,11.100000000000001,0.25225222952682613,0,0,0,2,0.1492227168930782,0
EQX1027,Crane,S001,2025-11-09,2025-11-17,5.0,3.6,8,OP137,0,none,8.6,0.418604602487837,0,0,0,2,0.15749894418793214,0
EQX1161,Excavator,S002,2025-06-11,2025-06-21,7.2,0.0,10,OP128,0,none,7.2,0.0,0,0,0,3,0.12440254570499265,0
EQX1219,Loader,S011,2025-09-27,2025-10-08,3.9,1.8,11,OP137,0,none,5.7,0.3157894182825582,0,0,0,5,0.11006613357901723,0
EQX1068,Bulldozer,S005,2024-04-17,2024-04-27,5.4,4.3,10,OP118,0,none,9.7,0.44329892337124505,0,0,0,0,0.13052717846095402,0
EQX1196,Excavator,S012,2025-05-17,2025-05-24,8.1,0.5,7,OP120,0,none,8.6,0.05813952812331069,0,0,0,3,0.1190807523008432,0
EQX1080,Compactor,S010,2025-04-12,2025-04-17,6.6,5.9,5,OP105,0,none,12.5,0.47199996224000307,0,0,0,1,0.14723138732656282,0
